source,region_id,offset,cutoff_year,max_publication_year,possibility_pressure,question_pressure,anomaly_pressure,doubt_tension,pattern_formation,cross_domain_similarity,analogical_transfer,bridge_formation,collision_index,surprise_geometry,insight_coherence,leap_nonlinearity,originality_risk,density_gap,boundary_activity,complementarity,momentum,recombination,convergence,sequence_order_score,stage_possibility,stage_question,stage_pattern,stage_imagination,stage_insight,stage_discovery_readiness,core_geometry_score,n_docs,mean_citations,topic_entropy,activity_recent,activity_prior,question_rate,years_covered,quality_eligible,skg,pbs,bookwide_pbsk,match_case_id,label,target,domain,book_realm,landmark_year,cohort
PubMed,alphafold2_c1,5,2016,2016.0,0.43339315958963365,0.9912596409131114,0.3426949069654599,0.6133572603953825,0.5764528347568787,0.770903999007665,0.033864711384979575,0.8785714285714286,0.4450416916719896,0.33932092210460574,0.4922265916183631,0.6252439817826935,0.33932092210460574,0.22909600099233496,0.20714285714285716,0.8242668083978371,0.4366197183098593,0.0,0.4281472144300073,0.3333333333333333,0.27398272092231635,0.5928382204183463,0.3628702372562,0.44607428893306666,0.005950946760529949,0.44979076758664066,0.3692791995364449,140,0.0,0.8242668083978371,61,79,0.6785714285714286,6,1,0.3394572543761427,0.3818161732175859,0.20319004129927742,alphafold2,Protein threading methods,0,Life Sciences,Life,2021,landmark
PubMed,alphafold2_c1,3,2018,2018.0,0.42552222250411725,0.9917649097658003,0.36088841728436355,0.671765427593059,0.5901984990983995,0.7723568672441744,0.033453829424238954,0.8662790697674418,0.4388185269233217,0.3242879212354608,0.5046849194322598,0.7229508196721312,0.3242879212354608,0.2276431327558256,0.16279069767441862,0.8252489692745921,0.4160000000000001,0.0,0.47284109975753924,0.4,0.25076608201553796,0.6218225159647891,0.3617381733656737,0.4330717477527002,0.006202667706785841,0.4936517627381927,0.3800439070764721,172,0.0,0.8252489692745921,51,72,0.686046511627907,8,1,0.31272051756905234,0.3764627249045982,0.20526493842119434,alphafold2,Protein threading methods,0,Life Sciences,Life,2021,landmark
PubMed,alphafold2_c1,1,2020,2020.0,0.4316434917042762,0.9907290409326615,0.325545741324256,0.6311006553457479,0.5878353186429506,0.7690833200146522,0.032738006189812895,0.8513513513513513,0.4293980509830014,0.3250263409778751,0.5006969782637762,0.7229508196721312,0.3250263409778751,0.23091667998534782,0.16666666666666666,0.8195068310538339,0.596638655462185,0.0,0.39081005597922597,0.16666666666666666,0.25515832966329577,0.5882408507053671,0.356587303514607,0.43311527771524305,0.005805597193928396,0.41580492637989036,0.2827760120003425,222,0.0,0.8195068310538339,70,47,0.6711711711711712,10,1,0.31595037667933273,0.3915353422573813,0.1955743100809312,alphafold2,Protein threading methods,0,Life Sciences,Life,2021,landmark
PubMed,alphafold2_c2,5,2016,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,1.0000000000000013e-09,0.0,1.0000000000000004e-06,alphafold2,Homology modelling,0,Life Sciences,Life,2021,landmark
PubMed,alphafold2_c2,3,2018,2018.0,0.3707024573997632,0.9929690490514801,0.28592027572016626,0.7075961192380659,0.0,0.0,0.0,0.7647058823529411,0.369032824120053,0.0,0.0,0.0,0.0,0.0,0.0,0.9651627707755234,0.9473684210526316,0.0,0.0,0.5,7.183594705034715e-05,0.5856732241156826,0.0030692481153964802,1.0000000000000004e-06,1.0000000000000004e-06,0.007795242609178342,0.05693050030061763,17,0.0,0.9651627707755234,17,0,0.7058823529411765,1,0,9.882500701419471e-07,0.3351378173129994,0.0003165748945157314,alphafold2,Homology modelling,0,Life Sciences,Life,2021,landmark
PubMed,alphafold2_c2,1,2020,2020.0,0.4483027731233813,0.990300278844359,0.30670247721168853,0.5606651927903816,0.0,0.7672540982022502,0.03316212695574867,0.8644366197183099,0.4381321482669107,0.0,0.0,0.9962907417371694,0.0,0.2327459017977498,0.18485915492957747,0.8222964074414643,0.9982456140350877,0.0,0.0,0.5,0.26818314354664563,0.5542800660616954,0.02528144013845689,9.154748242558389e-05,1.0000000000000004e-06,0.7922541142576229,0.4158549390287243,568,0.0,0.8222964074414643,568,0,0.6654929577464789,3,0,0.3282845667835919,0.39771713493902144,0.008052157157099315,alphafold2,Homology modelling,0,Life Sciences,Life,2021,landmark
PubMed,singlecell_c1,5,2004,2004.0,0.45958608719235405,0.9859660443788777,0.2336958171850616,0.6133572603953825,0.5341611445320892,0.6332156202974061,0.031660781014870305,1.0,0.6450496757306872,0.3961702346049827,0.46449252366916105,0.8,0.3961702346049827,0.3667843797025939,0.0,0.9438938362334037,0.6521739130434783,0.0,0.0,0.4,0.005524070785884457,0.5208853417078869,0.40044423508304333,0.46320343174414735,7.744491534413137e-05,0.5931590129055698,0.06366260188008602,21,0.0,0.9438938362334037,14,7,0.6190476190476191,6,0,0.000702173864633559,0.3599617301437213,0.05389889620860694,singlecell,Bulk RNA sequencing,0,Life Sciences,Life,2009,landmark
PubMed,singlecell_c1,3,2006,2006.0,0.462246646391085,0.9877703932665306,0.42562819723499473,0.5413481157551436,0.5573966953939606,0.6186406641176754,0.03093203320588377,1.0,0.6404014532688475,0.37805820461001444,0.49285159539793566,0.8,0.37805820461001444,0.3813593358823246,0.0,0.9272047274502976,0.5806451612903225,0.0,0.5019688586528447,0.4,0.005607070937064903,0.610549680940543,0.39998173571303697,0.4455043334754792,0.006277657929810088,0.5706286811368334,0.06350931570667205,33,0.0,0.9272047274502976,17,12,0.6363636363636364,8,0,0.0007071366389218631,0.4241049156579995,0.11391565179315682,singlecell,Bulk RNA sequencing,0,Life Sciences,Life,2009,landmark
PubMed,singlecell_c1,1,2008,2008.0,0.45783600325390095,0.990390494225681,0.3027097293321085,0.3941185679308145,0.557305460869606,0.6424343024380161,0.03212171512190081,1.0,0.6204654713161852,0.383229717523584,0.4978406392627958,0.8,0.383229717523584,0.35756569756198386,0.020833333333333332,0.9140853697621598,0.5789473684210527,0.0,0.47517949102195434,0.43333333333333335,0.1505248435128183,0.4907043557808677,0.39931836126940157,0.4552490274019735,0.006184662589230906,0.5854867299783277,0.3707490589969268,48,0.0,0.9140853697621598,21,15,0.6666666666666666,10,0,0.18953981678193033,0.4166159090479465,0.19104613027690687,singlecell,Bulk RNA sequencing,0,Life Sciences,Life,2009,landmark
PubMed,singlecell_c2,5,2004,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,1.0000000000000013e-09,0.0,1.0000000000000004e-06,singlecell,Microarray transcriptomics,0,Life Sciences,Life,2009,landmark
